NEVO-code,food_group_en,food_name_en,food_group_nl,food_name_nl,remark_nl,synonym_nl,food_group_no,food_name_no,food_group_de,food_name_de,food_group_es,food_name_es,food_group_el,food_name_el,food_group_it,food_name_it,food_group_pl,food_name_pl,food_group_sl,food_name_sl
2349,Bread,Multigrain bread av white and brown w seeds w extra linseed,Brood,Meergranenbrood gem v wit en bruin m zaden m extra lijnzaad,,Lijnzaadbrood,Brød,Flerkornsbrød av hvitt og brunt brød med frø og ekstra linfrø,Brot,Mehrkornbrot aus Weiß- und Vollkornmehl mit Körnern und zusätzlichem Leinsamen,Pan,"Pan multigrano, blanco y integral, con semillas y linaza extra",Ψωμί,"Ψωμί πολλαπλών δημητριακών, λευκό και ολικής άλεσης, με σπόρους και επιπλέον λιναρόσπορο",Pane,"Pane multicereali, bianco e integrale, con semi e semi di lino aggiuntivi",Chleb,Chleb wieloziarnisty z mąki białej i brązowej z nasionami i dodatkowym siemieniem lnianym,Kruh,Večzrnati kruh iz bele in rjave moke s semeni in dodatnim lanenim semenom
2350,Bread,Multigrain bread av white and brown w seeds,Brood,Meergranenbrood gem v wit en bruin m zaden,,Meergranenbrood m zaden gem,Brød,Flerkornsbrød av hvitt og brunt brød med frø,Brot,Mehrkornbrot aus Weiß- und Vollkornmehl mit Körnern,Pan,"Pan multigrano, blanco y integral con semillas",Ψωμί,"Ψωμί πολλαπλών δημητριακών, λευκό και ολικής άλεσης με σπόρους",Pane,"Pane multicereali, bianco e integrale con semi",Chleb,Chleb wieloziarnisty z mąki białej i brązowej z nasionami,Kruh,Večzrnati kruh iz bele in rjave moke s semeni
2351,Bread,Wheat bread white av milk/water based,Brood,Tarwebrood wit gem v melk- en waterwit,,Witbrood gem van melk- en waterwit,Brød,Hvitt hvetebrød med melk/vann som base,Brot,Weißbrot aus Weizenmehl auf Basis von Kuhmilch/Wasser,Pan,Pan de trigo blanco a base de leche de vaca o agua,Ψωμί,Λευκό ψωμί σίτου με βάση το γάλα/νερό,Pane,Pane bianco di frumento a base di latte di avena/acqua,Chleb,Biały chleb pszenny na bazie mleka/wody,Kruh,Beli pšenični kruh na osnovi mleka/vode
2352,Bread,Wheat currant bread white w almond paste,Brood,Tarwekrentenbrood wit m spijs,,Krentenbrood wit met spijs,Brød,Hvitt hvetebrød med rips og mandelpasta,Brot,Weißbrot mit Weizen und Johannisbeeren sowie Mandelpaste,Pan,Pan blanco de trigo con pasas y pasta de almendras,Ψωμί,Λευκό ψωμί σίτου με σταφίδες και πάστα αμυγδάλου,Pane,Pane bianco al grano e uvetta con pasta di mandorle,Chleb,Biały chleb pszenny z rodzynkami i pastą migdałową,Kruh,Beli pšenični kruh z mandljevo pasto
2353,Bread,Wheat muesli bread brown/wholemeal,Brood,Tarwemueslibrood bruin/volkoren,,Tarwebrood bruin/volkoren m noten en fruit/Mueslibrood bruin/volkoren,Brød,"Hvetemüsli-brød, brunt/fullkorn",Brot,"Weizen-Müsli-Brot, braun/Vollkorn",Pan,Pan de muesli de trigo integral/de grano entero,Ψωμί,Ψωμί μούσλι σιταριού καφέ/ολικής άλεσης,Pane,Pane al muesli di grano integrale/di frumento integrale,Chleb,Chleb musli pszenny brązowy/pełnoziarnisty,Kruh,"Pšenični muesli kruh, rjavi/polnozrnati"
2354,Bread,Wheat nut bread wholemeal ,Brood,Tarwenotenbrood volkoren,,Volkoren notenbrood,Brød,Hvetekornbrød fullkorn ,Brot,Vollkornbrot mit Weizenkernen ,Pan,Pan integral de trigo y nueces ,Ψωμί,Ψωμί ολικής άλεσης με σιτάρι και ξηρούς καρπούς ,Pane,Pane integrale alle noci di grano ,Chleb,Chleb pełnoziarnisty z orzechami pszennymi ,Kruh,Polnozrnati kruh iz pšeničnih oreškov 
2355,Bread,Wheat sugar bread white,Brood,Tarwesuikerbrood wit,,Suikerbrood wit,Brød,Hvitt brød med hvetesukker,Brot,Weißbrot aus Weizenmehl,Pan,Pan blanco de trigo azucarado,Ψωμί,Ψωμί από λευκό σιτάρι,Pane,Pane bianco allo zucchero di frumento,Chleb,Biały chleb pszenny,Kruh,Bel kruh iz pšeničnega sladkorja
2356,Bread,Wheat baguette white w cheese and onion,Brood,Tarwestokbrood wit m kaas en uien,,Stokbrood wit kaas-uien,Brød,Hvitt hvetebaguette med ost og løk,Brot,Weißes Weizenbaguette mit Käse und Zwiebeln,Pan,Baguette de trigo blanco con queso y cebolla,Ψωμί,Λευκή μπαγκέτα σιταριού με τυρί και κρεμμύδι,Pane,Baguette bianca al grano con formaggio e cipolla,Chleb,Biała bagietka pszenna z serem i cebulą,Kruh,Bela pšenična bageta s sirom in čebulo
2357,Bread,Wheat bread wholemeal av fine and coarse w sunflower seeds,Brood,Tarwebrood volkoren gem v fijn en grof m zonnebloempitten,,Volkorenbrood m zonnebloempitten,Brød,"Hvetebrød, fullkornsbrød, av fin og grov type, med solsikkefrø",Brot,"Vollkornbrot aus Weizen, fein und grob gemahlen, mit Sonnenblumenkernen",Pan,"Pan de trigo integral, de grano fino y grueso, con semillas de girasol",Ψωμί,"Ψωμί σίτου ολικής άλεσης, με λεπτούς και χονδρούς κόκκους, με ηλιόσπορους",Pane,"Pane integrale di frumento, a grana fine e grossa, con semi di girasole",Chleb,Chleb pszenny pełnoziarnisty z drobnymi i grubymi ziarenami oraz z nasionami słonecznika,Kruh,"Pšenični kruh iz polnozrnate moke, drobno in grobo mlet, z sončničnimi semeni"
2358,Bread,Wheat bread white av milk/water based w sunflower seeds,Brood,Tarwebrood wit gem v melk- en waterwit m zonnebloempitten,,Witbrood gem van melk- en waterwit m zonnebloempitten,Brød,Hvitt hvetebrød med melk/vann som base og solsikkefrø,Brot,Weißbrot aus Weizenmehl auf Milch-/Wasserbasis mit Sonnenblumenkernen,Pan,Pan de trigo blanco a base de leche de vaca o agua con semillas de girasol,Ψωμί,Λευκό ψωμί σίτου με βάση το γάλα/νερό και ηλιόσπορους,Pane,Pane bianco di frumento a base di latte di avena/acqua con semi di girasole,Chleb,Biały chleb pszenny na bazie mleka/wody z nasionami słonecznika,Kruh,Beli pšenični kruh na osnovi mleka/vode z sončničnimi semeni
2359,Cereal products and types of flour,Wrap/tortilla wheat white,Graanproducten en meelsoorten,Wrap/tortilla obv tarwe naturel,"Gebaseerd op AH Tortillia naturelwraps,  AH Bio Tortillia naturel wraps, Jumbo Tortillia naturel,  Banderos Tortillia wraps naturel, Tastino Naturel tortillia wraps, Santa Maria Tortillia original en La Morena Tortillia",,Kornprodukter og meltyper,Hvetehvete til tortilla,Getreideprodukte und Mehlsorten,Weißes Weizenmehl für Wraps/Tortillas,Productos de cereales y tipos de harina,Tortilla de trigo blanco,Προϊόντα δημητριακών και είδη αλεύρων,Λευκό ψωμί σίτου για τυλιχτά/τορτίγια,Prodotti a base di cereali e tipi di farina,Pane/tortilla di grano bianco,Produkty zbożowe i rodzaje mąki,Ciasto/tortilla z białej pszenicy,Žitni izdelki in vrste moke,Pšenični kruh/tortilja iz bele moke
2360,Bread,Rice cakes puffed w caramel,Brood,Wafel rijst- m karamel,Snack-a-jack.,Karamelrijstwafel,Brød,Puffede riskaker med karamell,Brot,Puffreiswaffeln mit Karamell,Pan,Galletas de arroz infladas con caramelo,Ψωμί,Φουσκωμένα κέικ ρυζιού με καραμέλα,Pane,Gallette di riso soffiate al caramello,Chleb,Wypieki ryżowe dmuchane z karmelem,Kruh,Puhane riževe piškote s karamelom
2362,Savoury snacks,Sausage Dutch Frikandel frozen unprep,Hartige snacks en zoutjes,Frikandel diepvries onbereid,"Gem van Mora, Beckers, Albert Heijn en Van Rijssingen.",,Salte snacks,"Pølse, nederlandsk frikandel, frossen, ubehandlet",Herzhafte Snacks,"Wurst „Dutch Frikandel“, tiefgefroren, unverarbeitet",Aperitivos salados,"Salchicha holandesa «Frikandel», congelada, sin preparar",Αλμυρά σνακ,"Λουκάνικο ολλανδικό Frikandel κατεψυγμένο, χωρίς επεξεργασία",Snack salati,Salsiccia olandese Frikandel congelata non preparata,Pikantne przekąski,"Kiełbasa holenderska Frikandel mrożona, nieprzygotowana",Slani prigrizki,Klobasa nizozemska Frikandel zamrznjena nepripravljena
2363,Meat and poultry,Minced meat w ham and cheese raw,Vlees en gevogelte,Gehakt cordon bleu rauw,,,Kjøtt og fjærfe,"Kjøttdeig med skinke og ost, rå",Fleisch und Geflügel,"Hackfleisch mit Schinken und Käse, roh",Carne y aves,Carne picada con jamón y queso cruda,Κρέας και πουλερικά,Κιμάς με ζαμπόν και τυρί ωμός,Carne e pollame,"Carne macinata con prosciutto e formaggio, cruda",Mięso i drób,Mięso mielone z szynką i serem – surowe,Meso in perutnina,"Mleto meso s šunko in sirom, surovo"
2364,Meat and poultry,Chicken schnitzel breaded raw,Vlees en gevogelte,Kipschnitzel gepaneerd rauw,,,Kjøtt og fjærfe,"Panert kyllingschnitzel, rå",Fleisch und Geflügel,"Paniertes Hähnchenschnitzel, roh",Carne y aves,Escalope de pollo empanado crudo,Κρέας και πουλερικά,Σνίτσελ κοτόπουλου παναρισμένο ωμό,Carne e pollame,Cotoletta di pollo impanata cruda,Mięso i drób,"Szelet z kurczaka w panierce, surowy",Meso in perutnina,Surov piščančji zrezek v panadi
2365,Meat and poultry,Chicken cordon bleu raw,Vlees en gevogelte,Kip cordon bleu rauw,,,Kjøtt og fjærfe,"Kylling cordon bleu, rå",Fleisch und Geflügel,"Hähnchen-Cordon-Bleu, roh",Carne y aves,Cordon bleu de pollo crudo,Κρέας και πουλερικά,Κοτόπουλο κορντόν μπλε ωμό,Carne e pollame,Pollo cordon bleu crudo,Mięso i drób,Kurczak cordon bleu surowy,Meso in perutnina,"Piščančji cordon bleu, surov"
2367,Savoury bread spreads,Peanut butter light,Hartig broodbeleg,Pindakaas light,Calvé.,,Salte brødpålegg,Lett peanøttsmør,Herzhafte Brotaufstriche,Erdnussbutter light,Pastas para untar saladas,Mantequilla de cacahuete light,Αλμυρά αλείμματα για ψωμί,Φυστικοβούτυρο light,Creme spalmabili salate per il pane,Burro di arachidi light,Pikantne pasty do smarowania pieczywa,Masło orzechowe light,Slani namazi za kruh,Lahko arašidovo maslo
2369,Bread,Breadsticks,Brood,Soepstengel,Gem van Star Grissini en Bedo.,,Brød,Brødpinner,Brot,Brotstangen,Pan,Palitos de pan,Ψωμί,Κριτσίνια,Pane,Grissini,Chleb,Paluszki chlebowe,Kruh,Kruhove palčke
2370,Savoury snacks,Cocktail snacks based on corn,Hartige snacks en zoutjes,Zoutje luchtig maisbasis,"Gem van Hamka's, Chipito, Ringlings, Kaas flips en vergelijkbare producten.",Chipito's e.d./hamka's e.d./ringlings e.d.,Salte snacks,Cocktail-snacks basert på mais,Herzhafte Snacks,Cocktail-Snacks auf Maisbasis,Aperitivos salados,Aperitivos para cócteles a base de maíz,Αλμυρά σνακ,Σνακ για κοκτέιλ με βάση το καλαμπόκι,Snack salati,Stuzzichini da cocktail a base di mais,Pikantne przekąski,Przekąski koktajlowe na bazie kukurydzy,Slani prigrizki,Koktajl prigrizki na osnovi koruze
2371,Milk and milk products,Tiramisu,Melk en melkproducten,Tiramisu,"Gebaseerd op AH, Ella, Jumbo en Melkan.",,Melk og melkeprodukter,Tiramisu,Milch und Milchprodukte,Tiramisu,Leche y productos lácteos,Tiramisú,Γάλα και γαλακτοκομικά προϊόντα,Τιραμισού,Latte e prodotti lattiero-caseari,Tiramisù,Mleko i produkty mleczne,Tiramisu,Mleko in mlečni izdelki,Tiramisu
2372,"Sugar, sweets and sweet sauces",Raisins coated w milkchocolate,"Suiker, snoep, zoet beleg en zoete sauzen",Rozijnen omhuld m chocolade melk-,,Melkchocoladerozijnen,"Sukker, søtsaker og søte sauser",Rosiner overtrukket med melkesjokolade,"Zucker, Süßigkeiten und süße Soßen",Mit Milchschokolade überzogene Rosinen,"Azúcar, dulces y salsas dulces",Pasas recubiertas de chocolate con leche,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Σταφίδες επικαλυμμένες με σοκολάτα γάλακτος,"Zucchero, dolci e salse dolci",Uvetta ricoperta di cioccolato al latte,"Cukier, słodycze i słodkie sosy",Rodzynki w czekoladzie mlecznej,"Sladkor, sladkarije in sladke omake","Rozine, oblane z mlečno čokolado"
2373,"Sugar, sweets and sweet sauces",After eight chocolate mints,"Suiker, snoep, zoet beleg en zoete sauzen",After eight,Nestlé.,Chocolade m mint after eight,"Sukker, søtsaker og søte sauser",Etter åtte sjokolademynter,"Zucker, Süßigkeiten und süße Soßen",Nach acht Schokoladenminzbonbons,"Azúcar, dulces y salsas dulces",Después de ocho bombones de menta,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Μετά από οκτώ σοκολατάκια μέντας,"Zucchero, dolci e salse dolci",Dopo otto cioccolatini alla menta,"Cukier, słodycze i słodkie sosy",Po ośmiu czekoladowych miętówkach,"Sladkor, sladkarije in sladke omake",Po osmih čokoladnih bonbonih z meto
2374,"Sugar, sweets and sweet sauces",Chocolate milk w raisins,"Suiker, snoep, zoet beleg en zoete sauzen",Chocolade melk- m rozijnen,,Melkchocolade m rozijnen,"Sukker, søtsaker og søte sauser",Sjokolademelk med rosiner,"Zucker, Süßigkeiten und süße Soßen",Schokoladenmilch mit Rosinen,"Azúcar, dulces y salsas dulces",Leche con chocolate y pasas,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Γάλα με σοκολάτα και σταφίδες,"Zucchero, dolci e salse dolci",Latte al cioccolato con uvetta,"Cukier, słodycze i słodkie sosy",Mleko czekoladowe z rodzynkami,"Sladkor, sladkarije in sladke omake",Čokoladno mleko z rozinami
2375,"Sugar, sweets and sweet sauces",Chocolate dark w hazelnuts,"Suiker, snoep, zoet beleg en zoete sauzen",Chocolade puur m hazelnoten,,Pure chocolade m hazelnoten,"Sukker, søtsaker og søte sauser",Mørk sjokolade med hasselnøtter,"Zucker, Süßigkeiten und süße Soßen",Zartbitterschokolade mit Haselnüssen,"Azúcar, dulces y salsas dulces",Chocolate negro con avellanas,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Μαύρη σοκολάτα με φουντούκια,"Zucchero, dolci e salse dolci",Cioccolato fondente con nocciole,"Cukier, słodycze i słodkie sosy",Czekolada gorzka z orzechami laskowymi,"Sladkor, sladkarije in sladke omake",Temna čokolada z lešniki
2376,"Sugar, sweets and sweet sauces",Chocolate milk w puffed rice,"Suiker, snoep, zoet beleg en zoete sauzen",Chocolade melk- m gepofte rijst,,Melkchocolade m crisp,"Sukker, søtsaker og søte sauser",Sjokolademelk med puffet ris,"Zucker, Süßigkeiten und süße Soßen",Schokoladenmilch mit Puffreis,"Azúcar, dulces y salsas dulces",Leche con chocolate y arroz inflado,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Γάλα με σοκολάτα και φουσκωμένο ρύζι,"Zucchero, dolci e salse dolci",Latte al cioccolato con riso soffiato,"Cukier, słodycze i słodkie sosy",Mleko czekoladowe z ryżem dmuchanym,"Sladkor, sladkarije in sladke omake",Čokoladno mleko s puhastim rižem
2377,Vegetables,"Tomatoes dried in oil tin/glass, drained",Groente,"Tomaat gedroogd in olie blik/glas, uitgelekt","Gem van Grand'Italia, Albert Heijn, Sacla en Vivitalia.",Tomaten gedroogd blik/glas in olie,Grønnsaker,"Tomater tørket i olje, i boks/glass, avløpt",Gemüse,"In Öl getrocknete Tomaten aus der Dose/dem Glas, abgetropft",Verduras,"Tomates secos en lata o frasco de cristal con aceite, escurridos",Λαχανικά,"Ντομάτες αποξηραμένες σε μεταλλικό ή γυάλινο δοχείο με λάδι, στραγγισμένες",Verdure,"Pomodori essiccati sott'olio in barattolo/vasetto di vetro, scolati",Warzywa,"Pomidory suszone w puszce/szklance z olejem, odsączone",Zelenjava,"Paradižniki, posušeni v olju, v pločevinki/steklenici, odcejeni"
2378,Vegetables,Tomato sun-dried,Groente,Tomaat zongedroogd,,Tomaten zongedroogde,Grønnsaker,Soltørket tomat,Gemüse,Sonnengetrocknete Tomaten,Verduras,Tomate secado al sol,Λαχανικά,Ντομάτα λιαστή,Verdure,Pomodoro essiccato al sole,Warzywa,Pomidory suszone na słońcu,Zelenjava,Na soncu sušeni paradižnik
2379,Fruits,Raisins soaked in water,Fruit,Rozijnen gedroogd geweekt,,,Frukt,Rosiner bløtlagt i vann,Obst,In Wasser eingeweichte Rosinen,Frutas,Pasas remojadas en agua,Φρούτα,Σταφίδες εμποτισμένες με νερό,Frutta,Uvetta ammollata in acqua,Owoce,Rodzynki namoczone w wodzie,Sadje,V vodi namočene rozine
2380,"Sugar, sweets and sweet sauces",Toffee w chocolate,"Suiker, snoep, zoet beleg en zoete sauzen",Toffee m chocolade,,Chocoladetoffee chocotoff e.d.,"Sukker, søtsaker og søte sauser",Karamell med sjokolade,"Zucker, Süßigkeiten und süße Soßen",Toffee mit Schokolade,"Azúcar, dulces y salsas dulces",Caramelo de chocolate,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Καραμέλα με σοκολάτα,"Zucchero, dolci e salse dolci",Caramella al caramello e cioccolato,"Cukier, słodycze i słodkie sosy",Karmelki z czekoladą,"Sladkor, sladkarije in sladke omake",Karamela s čokolado
2381,Cold meat cuts,Pate spreadable lean,Vleeswaren,Pate smeer- magere,"Linera. gem van ardenner, creme, mango en tuinkruiden.",Smeerpate magere,Kjøttstykker til pålegg,"Pate, smørbar, mager",Aufschnitt,Streichfähige magere Pastete,Cortes de carne en frío,Paté magro para untar,Κομμάτια αλλαντικών,"Πατέ για επάλειψη, άπαχο",Tagli di carne fredda,Paté spalmabile magro,Kawałki wędlin,"Pasztet do smarowania, chudy",Kosi hladnega mesa,"Pate za mazanje, pusto"
2382,Bread,Wheat bread brown w sunflower seeds,Brood,Tarwebrood bruin m zonnebloempitten,,Bruinbrood m zonnebloempitten,Brød,Brunt hvetebrød med solsikkefrø,Brot,Braunes Weizenbrot mit Sonnenblumenkernen,Pan,Pan de trigo integral con semillas de girasol,Ψωμί,Ψωμί σίτου ολικής άλεσης με ηλιόσπορους,Pane,Pane integrale con semi di girasole,Chleb,Ciemny chleb pszenny z ziarnami słonecznika,Kruh,Rjavi pšenični kruh s sončničnimi semeni
2383,"Sugar, sweets and sweet sauces",Nougat w chocolate,"Suiker, snoep, zoet beleg en zoete sauzen",Noga m chocolade,,,"Sukker, søtsaker og søte sauser",Nougat med sjokolade,"Zucker, Süßigkeiten und süße Soßen",Nougat mit Schokolade,"Azúcar, dulces y salsas dulces",Turrón con chocolate,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Νουγκά με σοκολάτα,"Zucchero, dolci e salse dolci",Torrone al cioccolato,"Cukier, słodycze i słodkie sosy",Nugat z czekoladą,"Sladkor, sladkarije in sladke omake",Nugat s čokolado
